GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ER.ERR1084763	ER.ERR1084764	ER.ERR1084765	ER.ERR1084775	ER.ERR1084805	ER.ERR1084806	ER.ERR1084811	TN.ERR1084766	TN.ERR1084768	TN.ERR1084798	TN.ERR1084799	TN.ERR1084800	TN.ERR1084801	TN.ERR1084802	SYMBOL	GENENAME.1
ENSG00000244405	2.60478003758389	4.81503620921757	1.73621526205495	2.7732944839562	0.00554918790273054	0.0259802888173294	0	0	0	0	0	0	0	0	27	0	3	2	2	6	ETV5	ETS variant 5 
ENSG00000248458	3.7132933692593	5.28470621056232	2.0639870221937	2.560435774904	0.0104540984402194	0.0423449717718999	0	0	0	0	0	0	0	11	0	7	14	0	4	0	AL139147.1	novel transcript, antisense to SGIP1
ENSG00000250620	13.0663869038471	7.13108539566247	1.94948668268351	3.65792978172408	0.00025426067851206	0.00242674331700037	0	0	0	0	0	0	0	2	57	30	1	0	141	0	LINC02515	long intergenic non-protein coding RNA 2515 
ENSG00000251320	10.7603485534462	6.85868599437902	1.21603435210757	5.6402074353343	1.69845424688633e-08	9.41988855388496e-07	0	0	0	0	0	0	0	1	41	17	49	37	28	3	AC011352.3	novel transcript
ENSG00000253508	10.4848175471872	6.80293885147482	2.6198375745108	2.59670252753938	0.00941233991705778	0.0405541568819134	0	0	0	0	0	0	0	37	28	0	0	19	0	0	AC004080.2	novel transcript
ENSG00000253552	81.33722574827	7.90813077981551	2.37091846786956	3.33547141624045	0.000851549076180095	0.00596084353326066	0	0	0	0	6	0	0	205	590	10	0	13	0	0	HOXA-AS2	HOXA cluster antisense RNA 2 
ENSG00000253649	8.7229076011587	3.87533506438476	1.16300905286233	3.33216242371202	0.000861739461741764	0.00597417453765204	0	0	0	8	1	0	0	14	10	8	23	8	42	2	PRSS51	serine protease 51 
ENSG00000253831	38.716872093924	8.28227022591532	1.84610766727288	4.48634192508941	7.24564290993942e-06	0.000149260243944752	0	0	0	1	0	0	0	0	152	17	16	9	506	0	ETV3L	ETS variant 3 like 
ENSG00000254148	46.6215033446629	8.54984792186084	1.76408506597884	4.84661884324539	1.25583371603739e-06	3.77273378859567e-05	0	0	0	1	0	0	0	0	167	0	61	99	16	332	NA	NA
ENSG00000254369	292.180027862379	6.35270259031052	1.66013818832663	3.82661072131222	0.000129919726079233	0.00146362691411136	0	0	0	2	50	2	7	721	1358	382	5	569	0	1	HOXA-AS3	HOXA cluster antisense RNA 3 
ENSG00000254607	4.94842880894727	4.87956173146187	1.33453312853089	3.65638111721774	0.000255800959905726	0.00242674331700037	0	0	0	1	0	0	1	0	39	3	1	17	6	10	AP001783.1	novel transcript, antisense to KIRREL3
ENSG00000254877	4.14954842787621	3.75383050115883	1.34468367999142	2.79160858201447	0.00524467574086188	0.0250424583388173	0	0	0	1	0	1	2	0	4	40	13	8	4	0	AP001636.2	cAMP-dependent protein kinase type II-alpha regulatory subunit (PRKAR2A) pseudogene
ENSG00000255240	88.532958268331	4.36346588506295	1.4395761245255	3.0310768640326	0.00243683205379075	0.0134118771815506	0	0	0	30	1	15	15	0	161	1001	232	60	63	3	AP001636.3	novel transcript
ENSG00000256124	73.9791471966336	6.71010860517366	1.48277992110559	4.52535707400897	6.0293617944756e-06	0.000140231285606997	1	0	0	0	0	0	8	2	239	1	176	138	18	488	LINC01152	long intergenic non-protein coding RNA 1152 
ENSG00000257588	31.3216510487907	5.90373076425749	1.54268918131606	3.82690877446944	0.000129762577653855	0.00146362691411136	0	0	0	0	9	0	0	0	89	158	80	67	2	101	AC025154.2	novel transcript, antisense to AQP5
ENSG00000257718	4.49958582760898	5.56144234547967	2.12637656813121	2.61545505571829	0.0089108647794195	0.0387032138913341	0	0	0	0	0	0	0	16	0	0	0	7	4	8	CPNE8-AS1	CPNE8 antisense RNA 1 
ENSG00000258604	4.65847959155397	5.21672655811407	1.62988937708313	3.20066295999179	0.00137111811660739	0.00867172071994673	0	0	0	0	0	1	0	0	11	3	2	53	8	0	AL161668.4	novel transcript
ENSG00000260306	4.46925748431138	5.58609631519951	1.74731632665804	3.19695766014137	0.00138885310962642	0.00870750514817954	0	0	0	0	0	0	0	0	8	11	3	0	3	40	AC092375.2	novel transcript
ENSG00000260581	2.98978015286998	4.56302607865187	1.55168998393679	2.94068153167749	0.00327491044442476	0.0168657887887875	0	0	0	0	1	0	0	2	25	7	3	0	7	0	AC011374.1	novel transcript, antisense to SPARC
ENSG00000261175	42.050925597389	8.81625470440197	1.45282387404389	6.06835753590846	1.29224972460018e-09	1.33101721633818e-07	0	0	0	0	0	0	0	0	321	99	22	107	104	40	LINC02188	long intergenic non-protein coding RNA 2188 
ENSG00000261655	5.08090967058109	3.86976972949962	1.33520803763472	2.89825227262323	0.00375248621578396	0.0190531166308467	0	0	0	0	4	1	0	11	13	10	7	1	13	0	AC100803.3	novel transcript, overlapping to GPR20
ENSG00000261821	7.21873457646443	6.27542881700836	1.97346869867954	3.17989782214802	0.00147326990598575	0.00900192883233665	0	0	0	0	0	0	0	1	93	3	12	2	0	0	AC090826.1	novel transcript, antisense to CYP11A1
ENSG00000263934	6.13357981711561	4.76731252974197	1.54571934677169	3.0842031832614	0.00204098153874153	0.0118673200760697	0	0	0	0	1	0	2	0	30	0	2	50	11	4	SNORD3A	small nucleolar RNA, C/D box 3A 
ENSG00000264127	19.0373585411425	7.66640879164318	2.73572835903563	2.80232822323985	0.00507352269540698	0.0243867324225895	0	0	0	0	0	0	0	79	0	0	11	37	0	0	SCML2P1	SCML2 pseudogene 1 
ENSG00000264449	7.39967293671967	6.29579506084394	2.10636227683116	2.98894218249836	0.00279945100149316	0.0151759712186208	0	0	0	0	0	0	0	20	10	0	0	29	18	0	AP001021.1	novel transcript, antisense to TMEM200C
ENSG00000267383	45.8697469086875	4.0187906723749	1.26156703810416	3.18555459281355	0.00144476842020361	0.00893347577299251	0	0	1	27	10	4	2	163	41	33	41	47	1	2	AC011447.3	novel transcript, antisense to ZNF486 and ZNF90
ENSG00000267893	41.9203257833781	6.76733355375124	1.72656754811015	3.9195301459005	8.87217638391083e-05	0.00110290330565512	0	0	0	0	0	0	5	0	139	1	131	159	2	192	NA	NA
ENSG00000268179	24.9189438224234	-4.746222585878	1.71452917582549	-2.76823669891347	0.00563605060271092	0.0262167257068037	0	0	0	238	13	108	16	3	0	1	4	1	0	0	NA	NA
ENSG00000269950	4.14750804894814	5.05953190019139	1.37144126115263	3.6892078745969	0.000224953362825307	0.00228438555770488	0	0	0	0	1	0	0	1	5	12	18	2	32	0	AP000962.1	novel transcript
ENSG00000270022	8.26422623107292	3.76599287999106	1.32000522685346	2.85301361189924	0.00433067665079476	0.0215339163118829	1	2	1	0	0	0	3	25	10	6	2	24	0	1	Z93241.1	RNA, U12 small nuclear
ENSG00000270071	2.31461632315697	4.21260630496069	1.48781066187173	2.83141290280918	0.0046342853109949	0.0224249644914585	0	0	0	0	1	0	0	0	5	3	21	3	5	0	AP001172.1	novel transcript
ENSG00000270093	4.21025836779673	4.64754186886106	1.61389207797844	2.87971044178032	0.00398040556198468	0.0199883518109524	0	0	0	0	2	0	0	0	6	28	31	2	3	0	NA	NA
ENSG00000270933	22.9404006478244	3.81902570468315	1.05431042155618	3.62229721588659	0.000291998346108716	0.00266494693094158	0	0	0	4	16	0	5	6	113	60	7	28	42	73	AC010719.1	novel transcript
ENSG00000272143	9.43864265345694	3.93842827342904	1.45354571025363	2.70953176473674	0.00673782530036362	0.0307466584908998	0	0	0	0	10	0	0	21	22	1	1	26	22	5	FGF14-AS2	FGF14 antisense RNA 2 
ENSG00000273079	11.5392616489206	4.14697169862363	1.40848277392334	2.94428286621653	0.00323703996879693	0.0168657887887875	3	0	1	0	5	0	0	1	16	0	6	136	18	3	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B 
ENSMUSG00000031972	54.7857898661187	-6.54819621407611	1.90592930647221	-3.43569732195185	0.000591030883840429	0.0044891235623305	78	69	0	692	0	0	21	0	1	8	1	0	0	0	NA	NA
ENSMUSG00000062345	43.9757419965848	6.38659341889708	1.09172724321461	5.84998996644222	4.91602666568267e-09	3.9382835843969e-07	0	1	0	1	5	0	1	58	68	292	148	13	6	20	NA	NA
ENSMUSG00000097636	2.55881632701016	3.30985648197051	1.30016399331199	2.54572230810601	0.0109051901145941	0.043681344847902	0	1	1	0	1	0	0	6	1	1	6	0	9	2	NA	NA
